file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
myco.04.09.f.R2.fq.gz	FASTQ	DNA	16436	3777339	78	229.8	230
myco.04.09.g.R1.fq.gz	FASTQ	DNA	17272	4757554	55	275.4	278
myco.04.09.g.R2.fq.gz	FASTQ	DNA	17272	3963405	77	229.5	230
myco.04.10.a.R1.fq.gz	FASTQ	DNA	6869	1898048	54	276.3	278
myco.04.09.h.R1.fq.gz	FASTQ	DNA	15475	4220987	57	272.8	278
myco.04.10.a.R2.fq.gz	FASTQ	DNA	6869	1579449	165	229.9	230
myco.04.10.b.R1.fq.gz	FASTQ	DNA	8126	2238131	57	275.4	278
myco.04.09.h.R2.fq.gz	FASTQ	DNA	15475	3528743	77	228.0	230
myco.04.10.b.R2.fq.gz	FASTQ	DNA	8126	1864994	77	229.5	230
myco.04.10.d.R1.fq.gz	FASTQ	DNA	5288	1458456	56	275.8	278
myco.04.10.e.R1.fq.gz	FASTQ	DNA	1440	397808	32	276.3	278
myco.04.10.c.R1.fq.gz	FASTQ	DNA	11776	3254832	54	276.4	278
myco.04.10.e.R2.fq.gz	FASTQ	DNA	1440	331049	79	229.9	230
myco.04.10.c.R2.fq.gz	FASTQ	DNA	11776	2707495	79	229.9	230
myco.04.10.d.R2.fq.gz	FASTQ	DNA	5288	1214155	78	229.6	230
myco.04.10.f.R1.fq.gz	FASTQ	DNA	3699	985198	56	266.3	278
myco.04.10.f.R2.fq.gz	FASTQ	DNA	3699	840045	210	227.1	230
myco.04.10.h.R1.fq.gz	FASTQ	DNA	12229	3379028	54	276.3	278
myco.04.10.g.R1.fq.gz	FASTQ	DNA	12312	3401808	55	276.3	278
myco.04.10.g.R2.fq.gz	FASTQ	DNA	12312	2830707	77	229.9	230
myco.04.10.h.R2.fq.gz	FASTQ	DNA	12229	2811281	77	229.9	230
myco.04.11.a.R1.fq.gz	FASTQ	DNA	6893	1901752	165	275.9	278
myco.04.11.a.R2.fq.gz	FASTQ	DNA	6893	1583603	77	229.7	230
myco.04.11.b.R1.fq.gz	FASTQ	DNA	10521	2907254	170	276.3	278
myco.04.11.b.R2.fq.gz	FASTQ	DNA	10521	2418818	78	229.9	230
myco.04.11.d.R2.fq.gz	FASTQ	DNA	7800	1793851	184	230.0	230
myco.04.11.d.R1.fq.gz	FASTQ	DNA	7800	2156093	56	276.4	278
myco.04.11.c.R1.fq.gz	FASTQ	DNA	11670	3220717	29	276.0	278
myco.04.11.c.R2.fq.gz	FASTQ	DNA	11670	2683691	77	230.0	230
myco.04.11.e.R1.fq.gz	FASTQ	DNA	10437	2883328	155	276.3	278
myco.04.11.e.R2.fq.gz	FASTQ	DNA	10437	2399979	78	229.9	230
myco.04.11.f.R1.fq.gz	FASTQ	DNA	12414	3419057	57	275.4	278
myco.04.11.f.R2.fq.gz	FASTQ	DNA	12414	2849467	78	229.5	230
myco.04.11.g.R1.fq.gz	FASTQ	DNA	9008	2485156	130	275.9	278
myco.04.12.a.R1.fq.gz	FASTQ	DNA	1	275	275	275.0	275
myco.04.12.a.R2.fq.gz	FASTQ	DNA	1	230	230	230.0	230
myco.04.11.g.R2.fq.gz	FASTQ	DNA	9008	2070194	169	229.8	230
myco.04.11.h.R1.fq.gz	FASTQ	DNA	10204	2818463	54	276.2	278
myco.04.11.h.R2.fq.gz	FASTQ	DNA	10204	2345215	77	229.8	230
myco.04.12.b.R1.fq.gz	FASTQ	DNA	4566	1249721	177	273.7	278
myco.04.12.b.R2.fq.gz	FASTQ	DNA	4566	1043286	177	228.5	230
myco.04.12.c.R1.fq.gz	FASTQ	DNA	8882	2455359	166	276.4	278
myco.04.12.c.R2.fq.gz	FASTQ	DNA	8882	2042371	77	229.9	230
myco.04.12.d.R1.fq.gz	FASTQ	DNA	10352	2855638	56	275.9	278
myco.04.12.e.R1.fq.gz	FASTQ	DNA	5222	1442174	57	276.2	278
myco.04.12.d.R2.fq.gz	FASTQ	DNA	10352	2377893	76	229.7	230
myco.04.12.f.R1.fq.gz	FASTQ	DNA	5537	1529290	170	276.2	278
myco.04.12.e.R2.fq.gz	FASTQ	DNA	5222	1200087	78	229.8	230
myco.04.12.h.R1.fq.gz	FASTQ	DNA	1083	299005	175	276.1	278
myco.04.12.f.R2.fq.gz	FASTQ	DNA	5537	1272539	79	229.8	230
myco.04.12.h.R2.fq.gz	FASTQ	DNA	1083	248910	175	229.8	230
myco.04.12.g.R1.fq.gz	FASTQ	DNA	9180	2537358	55	276.4	278
myco.04.12.g.R2.fq.gz	FASTQ	DNA	9180	2110896	78	229.9	230
myco.05.01.a.R1.fq.gz	FASTQ	DNA	10693	2937120	55	274.7	278
myco.05.01.a.R2.fq.gz	FASTQ	DNA	10693	2459084	77	230.0	230
myco.05.01.c.R1.fq.gz	FASTQ	DNA	15585	4302029	43	276.0	278
myco.05.01.b.R1.fq.gz	FASTQ	DNA	25524	7056338	54	276.5	278
myco.05.01.c.R2.fq.gz	FASTQ	DNA	15585	3579580	78	229.7	230
myco.05.01.b.R2.fq.gz	FASTQ	DNA	25524	5869320	78	230.0	230
myco.05.01.d.R1.fq.gz	FASTQ	DNA	17732	4901331	29	276.4	278
myco.05.01.d.R2.fq.gz	FASTQ	DNA	17732	4076876	76	229.9	230
myco.05.01.e.R1.fq.gz	FASTQ	DNA	21949	5723134	56	260.7	278
myco.05.01.e.R2.fq.gz	FASTQ	DNA	21949	4832042	79	220.1	230
myco.05.01.f.R1.fq.gz	FASTQ	DNA	27752	7658885	29	276.0	278
myco.05.01.h.R1.fq.gz	FASTQ	DNA	4	1106	275	276.5	277
myco.05.01.h.R2.fq.gz	FASTQ	DNA	4	920	230	230.0	230
myco.05.02.a.R1.fq.gz	FASTQ	DNA	60	15910	168	265.2	278
myco.05.02.a.R2.fq.gz	FASTQ	DNA	60	13439	168	224.0	230
myco.05.01.g.R1.fq.gz	FASTQ	DNA	20462	5656583	56	276.4	278
myco.05.01.g.R2.fq.gz	FASTQ	DNA	20462	4704675	76	229.9	230
myco.05.01.f.R2.fq.gz	FASTQ	DNA	27752	6377871	77	229.8	230
myco.05.02.b.R1.fq.gz	FASTQ	DNA	23040	6366969	56	276.3	278
myco.05.02.b.R2.fq.gz	FASTQ	DNA	23040	5296518	77	229.9	230
myco.05.02.c.R1.fq.gz	FASTQ	DNA	24588	6796499	55	276.4	278
myco.05.02.d.R1.fq.gz	FASTQ	DNA	7860	2171373	29	276.3	278
myco.05.02.c.R2.fq.gz	FASTQ	DNA	24588	5653487	76	229.9	230
myco.05.02.d.R2.fq.gz	FASTQ	DNA	7860	1806804	77	229.9	230
myco.05.02.e.R1.fq.gz	FASTQ	DNA	17818	4922249	54	276.3	278
myco.05.02.e.R2.fq.gz	FASTQ	DNA	17818	4096018	77	229.9	230
myco.05.02.f.R1.fq.gz	FASTQ	DNA	26655	7360903	56	276.2	278
myco.05.02.f.R2.fq.gz	FASTQ	DNA	26655	6126350	76	229.8	230
myco.05.02.h.R1.fq.gz	FASTQ	DNA	16194	4473880	43	276.3	278
myco.05.02.g.R1.fq.gz	FASTQ	DNA	24573	6782722	54	276.0	278
myco.05.02.g.R2.fq.gz	FASTQ	DNA	24573	5647108	76	229.8	230
myco.05.02.h.R2.fq.gz	FASTQ	DNA	16194	3722529	77	229.9	230
myco.05.03.b.R1.fq.gz	FASTQ	DNA	28172	7777343	32	276.1	278
myco.05.03.b.R2.fq.gz	FASTQ	DNA	28172	6473474	77	229.8	230
myco.05.03.c.R1.fq.gz	FASTQ	DNA	17546	4849835	55	276.4	278
myco.05.03.c.R2.fq.gz	FASTQ	DNA	17546	4033755	77	229.9	230
myco.05.03.d.R1.fq.gz	FASTQ	DNA	10589	2924450	130	276.2	278
myco.05.03.d.R2.fq.gz	FASTQ	DNA	10589	2435095	72	230.0	230
myco.05.03.a.R1.fq.gz	FASTQ	DNA	76184	21053684	28	276.4	278
myco.05.03.a.R2.fq.gz	FASTQ	DNA	76184	17516070	28	229.9	230
myco.05.03.e.R1.fq.gz	FASTQ	DNA	29361	8114232	42	276.4	278
myco.05.03.e.R2.fq.gz	FASTQ	DNA	29361	6749939	77	229.9	230
myco.05.03.f.R1.fq.gz	FASTQ	DNA	27660	7627305	54	275.8	278
myco.05.03.g.R1.fq.gz	FASTQ	DNA	18307	5045842	55	275.6	278
myco.05.03.f.R2.fq.gz	FASTQ	DNA	27660	6352770	77	229.7	230
myco.05.03.h.R1.fq.gz	FASTQ	DNA	17195	4750383	28	276.3	278
myco.05.03.g.R2.fq.gz	FASTQ	DNA	18307	4203662	77	229.6	230
myco.05.03.h.R2.fq.gz	FASTQ	DNA	17195	3953472	77	229.9	230
myco.05.04.b.R1.fq.gz	FASTQ	DNA	7308	2011428	29	275.2	278
myco.05.04.b.R2.fq.gz	FASTQ	DNA	7308	1675629	65	229.3	230
myco.05.04.a.R1.fq.gz	FASTQ	DNA	39953	11029672	54	276.1	278
myco.05.04.c.R1.fq.gz	FASTQ	DNA	24118	6664302	54	276.3	278
myco.05.04.c.R2.fq.gz	FASTQ	DNA	24118	5544322	76	229.9	230
myco.05.04.d.R1.fq.gz	FASTQ	DNA	10914	3017497	159	276.5	278
myco.05.04.a.R2.fq.gz	FASTQ	DNA	39953	9183649	77	229.9	230
myco.05.04.d.R2.fq.gz	FASTQ	DNA	10914	2509674	78	229.9	230
myco.05.04.f.R1.fq.gz	FASTQ	DNA	27804	7680781	54	276.2	278
myco.05.04.e.R1.fq.gz	FASTQ	DNA	35268	9744593	56	276.3	278
myco.05.04.f.R2.fq.gz	FASTQ	DNA	27804	6392112	77	229.9	230
myco.05.04.e.R2.fq.gz	FASTQ	DNA	35268	8110352	77	230.0	230
myco.05.04.g.R1.fq.gz	FASTQ	DNA	16867	4656832	55	276.1	278
myco.05.04.g.R2.fq.gz	FASTQ	DNA	16867	3876595	78	229.8	230
myco.05.04.h.R1.fq.gz	FASTQ	DNA	19319	5339035	55	276.4	278
myco.05.04.h.R2.fq.gz	FASTQ	DNA	19319	4442307	77	229.9	230
myco.05.05.a.R1.fq.gz	FASTQ	DNA	23769	6553852	30	275.7	278
myco.05.05.b.R1.fq.gz	FASTQ	DNA	23225	6408883	54	275.9	278
myco.05.05.b.R2.fq.gz	FASTQ	DNA	23225	5334561	78	229.7	230
myco.05.05.a.R2.fq.gz	FASTQ	DNA	23769	5456964	76	229.6	230
myco.05.05.c.R1.fq.gz	FASTQ	DNA	17588	4862533	56	276.5	278
myco.05.05.c.R2.fq.gz	FASTQ	DNA	17588	4044720	78	230.0	230
myco.05.05.d.R1.fq.gz	FASTQ	DNA	15635	4322668	56	276.5	278
myco.05.05.d.R2.fq.gz	FASTQ	DNA	15635	3595504	77	230.0	230
myco.05.05.e.R1.fq.gz	FASTQ	DNA	35762	9880604	28	276.3	278
myco.05.05.f.R1.fq.gz	FASTQ	DNA	24158	6674599	54	276.3	278
myco.05.05.f.R2.fq.gz	FASTQ	DNA	24158	5555108	76	229.9	230
myco.05.05.e.R2.fq.gz	FASTQ	DNA	35762	8220707	28	229.9	230
myco.05.05.g.R1.fq.gz	FASTQ	DNA	22818	6304225	57	276.3	278
myco.05.05.g.R2.fq.gz	FASTQ	DNA	22818	5244491	77	229.8	230
myco.05.05.h.R1.fq.gz	FASTQ	DNA	28175	7789591	55	276.5	278
myco.05.06.a.R1.fq.gz	FASTQ	DNA	13545	3600967	42	265.9	278
myco.05.06.a.R2.fq.gz	FASTQ	DNA	13545	3025264	78	223.3	230
myco.05.05.h.R2.fq.gz	FASTQ	DNA	28175	6478446	76	229.9	230
myco.05.06.b.R1.fq.gz	FASTQ	DNA	20861	5765429	54	276.4	278
myco.05.06.c.R1.fq.gz	FASTQ	DNA	15797	4366211	28	276.4	278
myco.05.06.c.R2.fq.gz	FASTQ	DNA	15797	3632239	76	229.9	230
myco.05.06.b.R2.fq.gz	FASTQ	DNA	20861	4796064	79	229.9	230
myco.05.06.d.R1.fq.gz	FASTQ	DNA	7143	1972651	131	276.2	278
myco.05.06.d.R2.fq.gz	FASTQ	DNA	7143	1641664	78	229.8	230
myco.05.06.e.R1.fq.gz	FASTQ	DNA	19104	5275479	55	276.1	278
myco.05.06.e.R2.fq.gz	FASTQ	DNA	19104	4393602	80	230.0	230
myco.05.06.f.R1.fq.gz	FASTQ	DNA	36141	7393213	32	204.6	278
myco.05.06.f.R2.fq.gz	FASTQ	DNA	36141	6951925	77	192.4	230
myco.05.06.g.R1.fq.gz	FASTQ	DNA	18289	5053639	55	276.3	278
myco.05.06.g.R2.fq.gz	FASTQ	DNA	18289	4205138	76	229.9	230
myco.05.07.a.R1.fq.gz	FASTQ	DNA	14112	3875262	44	274.6	278
myco.05.07.a.R2.fq.gz	FASTQ	DNA	14112	3233662	77	229.1	230
myco.05.06.h.R1.fq.gz	FASTQ	DNA	32918	9097872	32	276.4	278
myco.05.06.h.R2.fq.gz	FASTQ	DNA	32918	7568005	76	229.9	230
myco.05.07.b.R1.fq.gz	FASTQ	DNA	20456	5653890	55	276.4	278
myco.05.07.b.R2.fq.gz	FASTQ	DNA	20456	4703578	76	229.9	230
myco.05.07.c.R1.fq.gz	FASTQ	DNA	30670	8477879	54	276.4	278
myco.05.07.d.R1.fq.gz	FASTQ	DNA	20718	5727739	32	276.5	278
myco.05.07.d.R2.fq.gz	FASTQ	DNA	20718	4764126	76	230.0	230
myco.05.07.c.R2.fq.gz	FASTQ	DNA	30670	7052188	77	229.9	230
myco.05.07.e.R1.fq.gz	FASTQ	DNA	12384	3423302	3	276.4	278
myco.05.07.e.R2.fq.gz	FASTQ	DNA	12384	2847943	77	230.0	230
myco.05.07.f.R1.fq.gz	FASTQ	DNA	24243	6701344	130	276.4	278
myco.05.07.f.R2.fq.gz	FASTQ	DNA	24243	5574958	166	230.0	230
myco.05.07.g.R1.fq.gz	FASTQ	DNA	23415	6463362	54	276.0	278
myco.05.07.g.R2.fq.gz	FASTQ	DNA	23415	5378398	77	229.7	230
myco.05.07.h.R1.fq.gz	FASTQ	DNA	22031	6083201	28	276.1	278
myco.05.07.h.R2.fq.gz	FASTQ	DNA	22031	5061720	77	229.8	230
myco.05.08.b.R1.fq.gz	FASTQ	DNA	17135	4734589	2	276.3	278
myco.05.08.a.R1.fq.gz	FASTQ	DNA	27993	7719826	30	275.8	278
myco.05.08.b.R2.fq.gz	FASTQ	DNA	17135	3940259	2	230.0	230
myco.05.08.a.R2.fq.gz	FASTQ	DNA	27993	6437092	76	230.0	230
myco.05.08.c.R2.fq.gz	FASTQ	DNA	26217	6028714	77	230.0	230
myco.05.08.c.R1.fq.gz	FASTQ	DNA	26217	7247580	28	276.4	278
myco.05.08.e.R1.fq.gz	FASTQ	DNA	29556	8168491	56	276.4	278
myco.05.08.e.R2.fq.gz	FASTQ	DNA	29556	6796713	75	230.0	230
myco.05.08.d.R1.fq.gz	FASTQ	DNA	56259	15536920	32	276.2	278
myco.05.08.d.R2.fq.gz	FASTQ	DNA	56259	12931737	76	229.9	230
myco.05.08.f.R1.fq.gz	FASTQ	DNA	23011	6351888	29	276.0	278
myco.05.08.f.R2.fq.gz	FASTQ	DNA	23011	5287111	77	229.8	230
myco.05.08.g.R1.fq.gz	FASTQ	DNA	22365	6181872	55	276.4	278
myco.05.08.g.R2.fq.gz	FASTQ	DNA	22365	5141877	77	229.9	230
myco.05.08.h.R1.fq.gz	FASTQ	DNA	21294	5867140	0	275.5	278
myco.05.08.h.R2.fq.gz	FASTQ	DNA	21294	4887382	0	229.5	230
myco.05.09.a.R2.fq.gz	FASTQ	DNA	32665	7509982	76	229.9	230
myco.05.09.a.R1.fq.gz	FASTQ	DNA	32665	9024716	29	276.3	278
myco.05.09.b.R1.fq.gz	FASTQ	DNA	34618	9571786	55	276.5	278
myco.05.09.d.R1.fq.gz	FASTQ	DNA	68	18795	275	276.4	278
myco.05.09.d.R2.fq.gz	FASTQ	DNA	68	15640	230	230.0	230
myco.05.09.b.R2.fq.gz	FASTQ	DNA	34618	7960345	76	229.9	230
myco.05.09.c.R2.fq.gz	FASTQ	DNA	22388	5144904	72	229.8	230
myco.05.09.c.R1.fq.gz	FASTQ	DNA	22388	6184486	30	276.2	278
myco.05.09.e.R1.fq.gz	FASTQ	DNA	52699	14557693	55	276.2	278
myco.05.09.f.R1.fq.gz	FASTQ	DNA	40505	11199173	43	276.5	278
myco.05.09.f.R2.fq.gz	FASTQ	DNA	40505	9314276	78	230.0	230
myco.05.09.e.R2.fq.gz	FASTQ	DNA	52699	12109889	77	229.8	230
myco.05.09.h.R1.fq.gz	FASTQ	DNA	20775	5730355	31	275.8	278
myco.06.01.a.R1.fq.gz	FASTQ	DNA	18	4843	208	269.1	278
myco.06.01.a.R2.fq.gz	FASTQ	DNA	18	4096	208	227.6	230
myco.05.09.h.R2.fq.gz	FASTQ	DNA	20775	4777575	77	230.0	230
myco.05.09.g.R1.fq.gz	FASTQ	DNA	42731	11794169	44	276.0	278
myco.05.09.g.R2.fq.gz	FASTQ	DNA	42731	9826309	76	230.0	230
myco.06.01.c.R1.fq.gz	FASTQ	DNA	24771	6814227	55	275.1	278
myco.06.01.b.R1.fq.gz	FASTQ	DNA	47410	12617876	28	266.1	278
myco.06.01.c.R2.fq.gz	FASTQ	DNA	24771	5678497	77	229.2	230
myco.06.01.b.R2.fq.gz	FASTQ	DNA	47410	10644169	76	224.5	230
myco.06.01.e.R1.fq.gz	FASTQ	DNA	27218	7525539	30	276.5	278
myco.06.01.d.R1.fq.gz	FASTQ	DNA	38755	10712054	28	276.4	278
myco.06.01.e.R2.fq.gz	FASTQ	DNA	27218	6259107	77	230.0	230
myco.06.01.d.R2.fq.gz	FASTQ	DNA	38755	8910314	78	229.9	230
myco.06.01.f.R1.fq.gz	FASTQ	DNA	27612	7633432	28	276.5	278
myco.06.01.h.R1.fq.gz	FASTQ	DNA	11	3036	275	276.0	277
myco.06.01.h.R2.fq.gz	FASTQ	DNA	11	2530	230	230.0	230
myco.06.01.f.R2.fq.gz	FASTQ	DNA	27612	6349033	76	229.9	230
myco.06.01.g.R1.fq.gz	FASTQ	DNA	27796	7672098	44	276.0	278
myco.06.01.g.R2.fq.gz	FASTQ	DNA	27796	6388022	77	229.8	230
myco.06.02.b.R1.fq.gz	FASTQ	DNA	20710	5721368	54	276.3	278
myco.06.02.b.R2.fq.gz	FASTQ	DNA	20710	4760292	77	229.9	230
myco.06.02.a.R1.fq.gz	FASTQ	DNA	62514	15185163	28	242.9	278
myco.06.02.a.R2.fq.gz	FASTQ	DNA	62514	13271446	28	212.3	230
myco.06.02.d.R1.fq.gz	FASTQ	DNA	20636	5689529	30	275.7	278
myco.06.02.d.R2.fq.gz	FASTQ	DNA	20636	4741071	76	229.7	230
myco.06.02.c.R1.fq.gz	FASTQ	DNA	48143	13286151	29	276.0	278
myco.06.02.e.R1.fq.gz	FASTQ	DNA	20109	5550890	54	276.0	278
myco.06.02.c.R2.fq.gz	FASTQ	DNA	48143	11069765	77	229.9	230
myco.06.02.e.R2.fq.gz	FASTQ	DNA	20109	4620530	153	229.8	230
myco.06.02.g.R1.fq.gz	FASTQ	DNA	21950	6061848	151	276.2	278
myco.06.02.f.R1.fq.gz	FASTQ	DNA	32622	8931542	30	273.8	278
myco.06.02.f.R2.fq.gz	FASTQ	DNA	32622	7455483	76	228.5	230
myco.06.02.g.R2.fq.gz	FASTQ	DNA	21950	5044304	151	229.8	230
myco.06.02.h.R1.fq.gz	FASTQ	DNA	35622	9832297	57	276.0	278
myco.06.02.h.R2.fq.gz	FASTQ	DNA	35622	8189932	77	229.9	230
myco.06.03.a.R1.fq.gz	FASTQ	DNA	39218	10052465	28	256.3	278
myco.06.03.a.R2.fq.gz	FASTQ	DNA	39218	8751996	76	223.2	230
myco.06.03.b.R1.fq.gz	FASTQ	DNA	14661	4050003	29	276.2	278
myco.06.03.b.R2.fq.gz	FASTQ	DNA	14661	3371711	76	230.0	230
myco.06.03.c.R1.fq.gz	FASTQ	DNA	22320	6150122	43	275.5	278
myco.06.03.c.R2.fq.gz	FASTQ	DNA	22320	5121589	77	229.5	230
myco.06.03.d.R1.fq.gz	FASTQ	DNA	28800	7955602	54	276.2	278
myco.06.03.d.R2.fq.gz	FASTQ	DNA	28800	6618184	76	229.8	230
myco.06.03.e.R1.fq.gz	FASTQ	DNA	32299	8920875	28	276.2	278
myco.06.03.e.R2.fq.gz	FASTQ	DNA	32299	7423017	28	229.8	230
myco.06.03.f.R1.fq.gz	FASTQ	DNA	46903	12935441	56	275.8	278
myco.06.03.g.R1.fq.gz	FASTQ	DNA	36809	10149753	30	275.7	278
myco.06.03.f.R2.fq.gz	FASTQ	DNA	46903	10779359	77	229.8	230
myco.06.03.g.R2.fq.gz	FASTQ	DNA	36809	8463695	76	229.9	230
myco.06.03.h.R1.fq.gz	FASTQ	DNA	26336	7279197	54	276.4	278
myco.06.03.h.R2.fq.gz	FASTQ	DNA	26336	6055406	76	229.9	230
myco.06.04.a.R1.fq.gz	FASTQ	DNA	43030	11888710	54	276.3	278
myco.06.04.b.R1.fq.gz	FASTQ	DNA	23476	6486623	54	276.3	278
myco.06.04.b.R2.fq.gz	FASTQ	DNA	23476	5396220	76	229.9	230
myco.06.04.a.R2.fq.gz	FASTQ	DNA	43030	9891416	77	229.9	230
myco.06.04.d.R1.fq.gz	FASTQ	DNA	20781	5746087	55	276.5	278
myco.06.04.d.R2.fq.gz	FASTQ	DNA	20781	4778841	76	230.0	230
myco.06.04.c.R1.fq.gz	FASTQ	DNA	42876	11832523	54	276.0	278
myco.06.04.c.R2.fq.gz	FASTQ	DNA	42876	9859115	76	229.9	230
myco.06.04.e.R1.fq.gz	FASTQ	DNA	21768	6005523	54	275.9	278
myco.06.04.f.R1.fq.gz	FASTQ	DNA	19834	5472851	54	275.9	278
myco.06.04.e.R2.fq.gz	FASTQ	DNA	21768	4999450	76	229.7	230
myco.06.04.f.R2.fq.gz	FASTQ	DNA	19834	4555754	77	229.7	230
myco.06.04.g.R1.fq.gz	FASTQ	DNA	19530	5394860	55	276.2	278
myco.06.04.g.R2.fq.gz	FASTQ	DNA	19530	4488764	78	229.8	230
myco.06.05.a.R1.fq.gz	FASTQ	DNA	17632	4870692	55	276.2	278
myco.06.04.h.R1.fq.gz	FASTQ	DNA	33351	9130789	29	273.8	278
myco.06.05.a.R2.fq.gz	FASTQ	DNA	17632	4052973	76	229.9	230
myco.06.04.h.R2.fq.gz	FASTQ	DNA	33351	7629403	77	228.8	230
myco.06.05.b.R1.fq.gz	FASTQ	DNA	14627	4045112	57	276.6	278
myco.06.05.b.R2.fq.gz	FASTQ	DNA	14627	3363617	77	230.0	230
myco.06.05.c.R1.fq.gz	FASTQ	DNA	36420	6572975	55	180.5	278
myco.06.05.d.R1.fq.gz	FASTQ	DNA	16849	4648636	28	275.9	278
myco.06.05.c.R2.fq.gz	FASTQ	DNA	36420	6324880	77	173.7	230
myco.06.05.d.R2.fq.gz	FASTQ	DNA	16849	3869259	77	229.6	230
myco.06.05.f.R1.fq.gz	FASTQ	DNA	12181	3368320	55	276.5	278
myco.06.05.e.R1.fq.gz	FASTQ	DNA	20736	5728021	139	276.2	278
myco.06.05.f.R2.fq.gz	FASTQ	DNA	12181	2801377	79	230.0	230
myco.06.05.e.R2.fq.gz	FASTQ	DNA	20736	4766800	77	229.9	230
myco.06.05.g.R1.fq.gz	FASTQ	DNA	21942	6051007	54	275.8	278
myco.06.05.g.R2.fq.gz	FASTQ	DNA	21942	5037909	77	229.6	230
myco.06.05.h.R1.fq.gz	FASTQ	DNA	24472	6765525	28	276.5	278
myco.06.05.h.R2.fq.gz	FASTQ	DNA	24472	5627168	76	229.9	230
myco.06.06.b.R1.fq.gz	FASTQ	DNA	13500	3723949	28	275.8	278
myco.06.06.b.R2.fq.gz	FASTQ	DNA	13500	3100509	76	229.7	230
myco.06.06.a.R1.fq.gz	FASTQ	DNA	29997	8285977	54	276.2	278
myco.06.06.d.R1.fq.gz	FASTQ	DNA	78	14398	28	184.6	277
myco.06.06.d.R2.fq.gz	FASTQ	DNA	78	14121	28	181.0	230
myco.06.06.a.R2.fq.gz	FASTQ	DNA	29997	6895230	77	229.9	230
myco.06.06.c.R1.fq.gz	FASTQ	DNA	24312	6722448	55	276.5	278
myco.06.06.c.R2.fq.gz	FASTQ	DNA	24312	5590448	78	229.9	230
myco.06.06.e.R1.fq.gz	FASTQ	DNA	17915	4901055	55	273.6	278
myco.06.06.e.R2.fq.gz	FASTQ	DNA	17915	4095638	77	228.6	230
myco.06.06.f.R1.fq.gz	FASTQ	DNA	22306	6140578	57	275.3	278
myco.06.06.f.R2.fq.gz	FASTQ	DNA	22306	5115983	74	229.4	230
myco.06.06.g.R1.fq.gz	FASTQ	DNA	21386	5902341	29	276.0	278
myco.06.06.g.R2.fq.gz	FASTQ	DNA	21386	4912603	79	229.7	230
myco.06.06.h.R1.fq.gz	FASTQ	DNA	15431	4267636	57	276.6	278
myco.06.07.a.R1.fq.gz	FASTQ	DNA	13186	3630563	32	275.3	278
myco.06.06.h.R2.fq.gz	FASTQ	DNA	15431	3548823	78	230.0	230
myco.06.07.a.R2.fq.gz	FASTQ	DNA	13186	3026970	78	229.6	230
myco.06.07.b.R1.fq.gz	FASTQ	DNA	21300	5887410	54	276.4	278
myco.06.07.c.R1.fq.gz	FASTQ	DNA	17270	4762461	56	275.8	278
myco.06.07.b.R2.fq.gz	FASTQ	DNA	21300	4897591	79	229.9	230
myco.06.07.c.R2.fq.gz	FASTQ	DNA	17270	3964613	77	229.6	230
myco.06.07.e.R1.fq.gz	FASTQ	DNA	17308	4785871	32	276.5	278
myco.06.07.d.R1.fq.gz	FASTQ	DNA	18695	5165157	55	276.3	278
myco.06.07.e.R2.fq.gz	FASTQ	DNA	17308	3979895	76	229.9	230
myco.06.07.d.R2.fq.gz	FASTQ	DNA	18695	4298429	76	229.9	230
myco.06.07.f.R1.fq.gz	FASTQ	DNA	21073	5827130	30	276.5	278
myco.06.07.f.R2.fq.gz	FASTQ	DNA	21073	4845961	76	230.0	230
myco.06.07.h.R1.fq.gz	FASTQ	DNA	14875	4112125	30	276.4	278
myco.06.07.g.R1.fq.gz	FASTQ	DNA	38175	10526412	28	275.7	278
myco.06.07.h.R2.fq.gz	FASTQ	DNA	14875	3420335	78	229.9	230
myco.06.07.g.R2.fq.gz	FASTQ	DNA	38175	8765178	74	229.6	230
myco.06.08.a.R1.fq.gz	FASTQ	DNA	23787	6337084	56	266.4	278
myco.06.08.a.R2.fq.gz	FASTQ	DNA	23787	5343660	79	224.6	230
myco.06.08.b.R2.fq.gz	FASTQ	DNA	23217	5337735	78	229.9	230
myco.06.08.b.R1.fq.gz	FASTQ	DNA	23217	6413563	43	276.2	278
myco.06.08.c.R2.fq.gz	FASTQ	DNA	11827	2718058	76	229.8	230
myco.06.08.d.R1.fq.gz	FASTQ	DNA	7371	2022478	152	274.4	278
myco.06.08.c.R1.fq.gz	FASTQ	DNA	11827	3267291	56	276.3	278
myco.06.08.d.R2.fq.gz	FASTQ	DNA	7371	1685199	152	228.6	230
myco.06.08.f.R1.fq.gz	FASTQ	DNA	14881	4106053	28	275.9	278
myco.06.08.f.R2.fq.gz	FASTQ	DNA	14881	3418679	28	229.7	230
myco.06.08.e.R2.fq.gz	FASTQ	DNA	24869	5715054	76	229.8	230
myco.06.08.e.R1.fq.gz	FASTQ	DNA	24869	6865043	30	276.0	278
myco.06.08.g.R1.fq.gz	FASTQ	DNA	11113	3070247	54	276.3	278
myco.06.08.g.R2.fq.gz	FASTQ	DNA	11113	2554509	79	229.9	230
myco.06.08.h.R1.fq.gz	FASTQ	DNA	23621	5435715	31	230.1	278
myco.06.08.h.R2.fq.gz	FASTQ	DNA	23621	4856551	77	205.6	230
